signal_type,entry_time,exit_time,entry_price,exit_price,extreme_price,max_gain_pct,max_drop_pct,final_return_pct,duration_to_extreme,holding_period_duration,waiting_period_duration,macd_value,signal_value,histogram_value
SELL,2022-09-07 00:00:00,2022-09-09 00:00:00,18800.43,20631.76,18800.43,,0.0,-9.74089422422784,0,,6.0,-221.7308709342833,-189.49652378690718,-32.23434714737613
BUY,2022-09-09 00:00:00,2022-09-14 00:00:00,20631.76,20243.89,22395.74,8.549828032121367,,-1.8799656451994353,11,15.0,,-119.05578547142068,-197.3489363411188,78.29315086969811
SELL,2022-09-14 00:00:00,2022-09-23 00:00:00,20243.89,19223.27,18461.36,,8.805274085168408,5.041619965332745,23,,27.0,196.84609351861218,264.41537602942213,-67.56928251080996
BUY,2022-09-23 00:00:00,2022-10-02 08:00:00,19223.27,19143.94,20183.74,4.99639239317765,,-0.4126769274946549,12,28.0,,-224.87446509301662,-241.63062019106994,16.756155098053313
SELL,2022-10-02 08:00:00,2022-10-03 16:00:00,19143.94,19629.08,19056.8,,0.45518320680068686,-2.53417008202075,1,,4.0,-1.347019559401815,-1.2727241853579834,-0.07429537404383169
BUY,2022-10-03 16:00:00,2022-10-07 16:00:00,19629.08,19530.09,20337.82,3.610663362725089,,-0.5043027997236834,3,12.0,,4.344273760689248,-5.920388326696728,10.264662087385975
SELL,2022-10-07 16:00:00,2022-10-14 00:00:00,19530.09,19642.35,18958.59,,2.9262537960654558,-0.5748053388386761,17,,19.0,82.30992597877048,104.50781687655123,-22.197890897780752
BUY,2022-10-14 00:00:00,2022-10-20 00:00:00,19642.35,19145.94,19664.92,0.11490478481444283,,-2.5272434306485727,12,18.0,,-65.16689741618393,-72.14917833533946,6.982280919155528
SELL,2022-10-20 00:00:00,2022-10-23 08:00:00,19145.94,19190.14,19027.86,,0.616736498704154,-0.23085834385776163,3,,10.0,-18.672813236637012,-17.364034916218014,-1.3087783204189982
BUY,2022-10-23 08:00:00,2022-10-31 00:00:00,19190.14,20546.65,20923.33,9.031669388550592,,7.068786366331888,18,23.0,,-26.44410327190417,-28.144134496814377,1.7000312249102087
SELL,2022-10-31 00:00:00,2022-11-05 00:00:00,20546.65,21384.42,20151.84,,1.921529787094253,-4.077404345720576,8,,15.0,224.47001371274746,224.90567031509104,-0.4356566023435846
BUY,2022-11-05 00:00:00,2022-11-07 00:00:00,21384.42,20635.74,21384.42,0.0,,-3.501053570777214,0,6.0,,139.59666474337791,106.64852674994216,32.94813799343575
SELL,2022-11-07 00:00:00,2022-11-14 16:00:00,20635.74,16619.46,15922.81,,22.838676974995817,19.462737948820845,8,,23.0,142.1286596775717,144.48745539952333,-2.3587957219516227
BUY,2022-11-14 16:00:00,2022-12-06 08:00:00,16619.46,16985.27,17313.93,4.178655624189963,,2.2010943797211304,61,65.0,,-595.2377493603381,-600.72857242321,5.490823062871982
SELL,2022-12-06 08:00:00,2022-12-09 08:00:00,16985.27,17181.5,16763.03,,1.3084278318802207,-1.155295146912587,2,,9.0,78.55955474744042,83.12621601988243,-4.566661272442019
BUY,2022-12-09 08:00:00,2022-12-11 16:00:00,17181.5,17085.05,17207.7,0.15248959636819095,,-0.5613596018973939,3,7.0,,55.029006690103415,53.570569515617116,1.4584371744862992
SELL,2022-12-11 16:00:00,2022-12-13 08:00:00,17085.05,17752.94,16923.94,,0.9429881680182417,-3.9092071723524335,1,,5.0,52.80736683968644,56.58010788524127,-3.772741045554831
BUY,2022-12-13 08:00:00,2022-12-16 08:00:00,17752.94,16972.34,18061.83,1.739937159704269,,-4.3970181840303555,3,9.0,,73.63295407298938,50.99330953298458,22.639644540004795
SELL,2022-12-16 08:00:00,2022-12-22 00:00:00,16972.34,16826.87,16438.88,,3.1431140314181727,0.8571004351786563,10,,17.0,71.41782855126803,103.31272626673122,-31.894897715463188
BUY,2022-12-22 00:00:00,2022-12-22 08:00:00,16826.87,16636.54,16826.87,0.0,,-1.1311075678364313,0,1.0,,-68.16313823183009,-70.15445718129828,1.9913189494681944
SELL,2022-12-22 08:00:00,2022-12-22 16:00:00,16636.54,16821.43,16636.54,,0.0,-1.1113488742250457,0,,1.0,-74.50493966594149,-70.73452151258405,-3.77041815335744
BUY,2022-12-22 16:00:00,2022-12-28 08:00:00,16821.43,16578.52,16919.39,0.5823523921569042,,-1.4440508327769985,12,17.0,,-67.59546293958192,-70.3159803695171,2.7205174299351853
SELL,2022-12-28 08:00:00,2023-01-01 16:00:00,16578.52,16616.75,16474.93,,0.6248446785358412,-0.2305995951387673,5,,13.0,-39.14368383973124,-31.49632196031494,-7.647361879416298
BUY,2023-01-01 16:00:00,2023-01-18 16:00:00,16616.75,20677.47,21307.94,28.231693923300277,,24.437510343478724,49,51.0,,-48.20801056759956,-51.864224507252,3.6562139396524387
SELL,2023-01-18 16:00:00,2023-01-21 08:00:00,20677.47,22998.9,20677.47,,0.0,-11.226857057463995,0,,8.0,589.5199142562742,640.9929352515711,-51.473020995296906
BUY,2023-01-21 08:00:00,2023-01-23 16:00:00,22998.9,22916.45,22998.9,0.0,,-0.35849540630204363,0,7.0,,599.5446212388924,554.793342639869,44.75127859902341
SELL,2023-01-23 16:00:00,2023-02-14 08:00:00,22916.45,22041.45,21563.02,,5.905932201540816,3.8182179176966766,62,,65.0,577.3636760477348,587.7146805822675,-10.351004534532763
BUY,2023-02-14 08:00:00,2023-02-21 16:00:00,22041.45,24452.16,25072.67,13.752362026999117,,10.93716611202983,6,22.0,,-209.7069977393694,-219.18415369907086,9.477155959701463
